0.412,0.41013,0.40937,0.41137
0.42213,0.41888,0.41925,0.42013
0.42613,0.4245,0.4235,0.42613
0.405,0.40387,0.40425,0.40625
0.43063,0.42825,0.4285,0.43125
0.4355,0.43288,0.43312,0.43625
0.4395,0.44012,0.43988,0.44312
0.44538,0.44562,0.44575,0.4485
0.4205,0.422,0.42138,0.4235
0.42463,0.42438,0.42313,0.42538
0.42488,0.42375,0.42288,0.42463
0.42938,0.42825,0.42838,0.43188
0.434,0.43362,0.433,0.4355
0.43612,0.43338,0.43325,0.43438
0.43138,0.42863,0.42825,0.4305
0.43475,0.43388,0.43288,0.43438
0.41375,0.41475,0.41425,0.41625
0.419,0.419,0.4185,0.4195
0.42013,0.42063,0.42063,0.42263
0.43975,0.43975,0.43938,0.442
0.424,0.42413,0.42575,0.42925
0.43125,0.4295,0.42725,0.42975
0.41863,0.41775,0.4185,0.42138
0.42575,0.42475,0.42275,0.425
0.42638,0.42663,0.42625,0.42813
0.41875,0.41788,0.418,0.42063
0.44075,0.43875,0.438,0.43888
0.42113,0.418,0.41825,0.41963
0.42575,0.42288,0.42325,0.42475
0.42888,0.429,0.42925,0.432
0.43562,0.43375,0.43388,0.437
0.42725,0.42638,0.42525,0.4275
0.43,0.42825,0.42763,0.43075
0.42925,0.42563,0.42525,0.42925
0.41275,0.41175,0.41263,0.4145
0.44275,0.44175,0.44075,0.442
0.41287,0.41175,0.41225,0.41487
0.42863,0.42738,0.42613,0.42963
0.43325,0.4335,0.43325,0.43562
0.41575,0.4165,0.416,0.41788
0.44025,0.4405,0.4395,0.44125
0.4435,0.44238,0.44188,0.446
0.428,0.42988,0.43063,0.43312
0.42825,0.43025,0.43075,0.43325
0.41313,0.4125,0.41163,0.41375
0.43788,0.43825,0.438,0.4405
0.41325,0.41263,0.41125,0.41375
0.419,0.41713,0.41688,0.41775
0.41838,0.41763,0.41625,0.41825
0.41813,0.41713,0.4175,0.42038
0.4225,0.423,0.42225,0.4235
0.4035,0.402,0.40113,0.40363
0.4015,0.40213,0.4025,0.40475
0.40713,0.40875,0.4095,0.4115
0.43288,0.43225,0.433,0.43688
0.43925,0.439,0.43975,0.44225
0.44475,0.44188,0.442,0.44362
0.4105,0.40675,0.407,0.40887
0.41225,0.41125,0.412,0.41475
0.4415,0.43725,0.43612,0.4405
0.44338,0.44038,0.44025,0.4435
0.40863,0.40663,0.40675,0.40813
0.423,0.42075,0.421,0.42388
0.42813,0.42588,0.42513,0.42913
0.40737,0.408,0.40813,0.41
0.41425,0.414,0.41213,0.416
0.41275,0.4125,0.41375,0.41713
0.42625,0.42388,0.42413,0.42525
0.42825,0.427,0.42688,0.42913
0.43325,0.4315,0.43088,0.43338
0.41063,0.41037,0.41063,0.41275
0.41663,0.41613,0.41613,0.41788
0.42175,0.42075,0.41988,0.42338
0.42813,0.42575,0.42513,0.42738
0.42613,0.42688,0.427,0.42875
0.4275,0.426,0.42538,0.42663
0.43125,0.43275,0.43388,0.43662
0.43712,0.43825,0.43825,0.44075
0.42563,0.42775,0.4285,0.43175
0.42688,0.42575,0.4255,0.4265
0.40637,0.40637,0.40487,0.40725
0.407,0.40613,0.40587,0.40863
0.41675,0.41563,0.41537,0.41813
0.44188,0.44075,0.43975,0.443
0.44162,0.44062,0.44062,0.44212
0.42225,0.42113,0.41975,0.42188
0.42638,0.42575,0.42488,0.42713
0.42975,0.42763,0.42463,0.42675
0.43588,0.43588,0.438,0.44088
0.42288,0.42338,0.423,0.42475
0.42913,0.427,0.42475,0.42663
0.4115,0.40737,0.40763,0.41237
0.416,0.41625,0.41513,0.4175
0.42188,0.41788,0.41725,0.42225
0.41313,0.40963,0.40975,0.41163
0.43475,0.43462,0.4355,0.43838
0.42238,0.42138,0.41988,0.42163
0.42675,0.42538,0.425,0.42763
0.4125,0.41025,0.41025,0.41113
0.4175,0.417,0.41675,0.41875
